MF;abpcode;scientificName;taxonRank;scientificName_GBIF;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;scientificNameAuthorship;establishmentMeans;Ind.NonInd;trophic
141;A00501;Calacalles subcarinatus (Israelson, 1984);species;Calacalles subcarinatus Stüben, 2004;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Calacalles;subcarinatus;NA;(Israelson, 1984);E;Ind;H
142;A00161;Tachyporus chrysomelinus (Linnaeus, 1758);species;Tachyporus chrysomelinus (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Tachyporus;chrysomelinus;NA;(Linnaeus, 1758);Indeterminate;Indeterminate;P
143;A00065;Sphaeridium bipustulatum Fabricius, 1781;species;Sphaeridium bipustulatum Fabricius, 1781;Animalia;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Sphaeridium;bipustulatum;NA;Fabricius, 1781;I;NonInd;S
144;A01206;Trigoniophthalmus borgesi Mendes, Gaju, Bach & Molero, 2000;species;Trigoniophthalmus borgesi Mendes, Gaju, Bach & Molero, 2000;Animalia;Arthropoda;Insecta;Archaeognatha;Machilidae;Trigoniophthalmus;borgesi;NA;Mendes, Gaju, Bach & Molero, 2000;E;Ind;S
145;NA;Cryptophagus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Cryptophagus;sp.;NA;NA;I;NonInd;S
146;NA;Cryptophagus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Cryptophagus;sp.;NA;NA;I;NonInd;S
147;A00442;Crotchiella brachyptera Israelson, 1985;species;Crotchiella brachyptera Israelson, 1985;Animalia;Arthropoda;Insecta;Coleoptera;Cerambycidae;Crotchiella;brachyptera;NA;Israelson, 1985;E;Ind;H
148;A00236;Dryops luridus (Erichson, 1847);species;Dryops luridus (Erichson, 1847);Animalia;Arthropoda;Insecta;Coleoptera;Dryopidae;Dryops;luridus;NA;(Erichson, 1847);N;Ind;H
150;NA;Lepidoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Lepidoptera;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
153;A02484;Trichiusa robustula Casey, 1893;species;Trichiusa robustula Casey, 1893;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Trichiusa;robustula;NA;Casey, 1893;Indeterminate;Indeterminate;P
155;A01557;Pseudacaudella rubida (Börner, 1939);species;Pseudacaudella rubida (Börner, 1939);Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Pseudacaudella;rubida;NA;(Börner, 1939);N;Ind;H
156;NA;Coccidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Coccidae;Gen.;sp.;NA;NA;I;NonInd;H
157;NA;Muellerianella sp.;genus;NA;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Muellerianella;sp.;NA;NA;N;Ind;H
158;NA;Hemiptera sp.;order;NA;Animalia;Arthropoda;Insecta;Hemiptera;NA;NA;NA;NA;NA;Indeterminate;Indeterminate;NA
159;A01405;Acalypta parvula (Fallén, 1807);species;Acalypta parvula (Fallén, 1807);Animalia;Arthropoda;Insecta;Hemiptera;Tingidae;Acalypta;parvula;NA;(Fallén, 1807);N;Ind;H
161;A00036;Amara aenea (De Geer, 1774);species;Amara aenea (DeGeer, 1774);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Amara;aenea;NA;(De Geer, 1774);I;NonInd;P
167;A01350;Kleidocerys ericae (Horváth, 1909);species;Kleidocerys ericae (Horvath, 1909);Animalia;Arthropoda;Insecta;Hemiptera;Lygaeidae;Kleidocerys;ericae;NA;(Horváth, 1909);N;Ind;H
171;A01565;Rhopalosiphum padi (Linnaeus, 1758);species;Rhopalosiphum padi (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Rhopalosiphum;padi;NA;(Linnaeus, 1758);I;NonInd;H
172;NA;Cerobasis sp.;genus;NA;Animalia;Arthropoda;Insecta;Psocodea;Trogiidae;Cerobasis;sp.;NA;NA;E;Ind;S
173;NA;Phalacridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Phalacridae;Gen.;sp.;NA;NA;I;NonInd;S
176;A01682;Ascotis fortunata azorica Pinker, 1971;subspecies;Ascotis fortunata azorica Pinker, 1971;Animalia;Arthropoda;Insecta;Lepidoptera;Geometridae;Ascotis;fortunata;azorica;Pinker, 1971;E;Ind;H
179;A00571;Leucognatha acoreensis Wunderlich, 1992;species;Sancus acoreensis (Wunderlich, 1992);Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;Leucognatha;acoreensis;NA;Wunderlich, 1992;E;Ind;P
180;A00459;Bruchus rufimanus Boheman, 1833;species;Bruchus rufimanus Boheman, 1833;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Bruchus;rufimanus;NA;Boheman, 1833;I;NonInd;H
181;A00614;Savigniorrhipis acoreensis Wunderlich, 1992;species;Savigniorrhipis acoreensis Wunderlich, 1992;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Savigniorrhipis;acoreensis;NA;Wunderlich, 1992;E;Ind;P
183;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;S
184;A01218;Elipsocus azoricus Meinander, 1975;species;Elipsocus azoricus Meinander, 1975;Animalia;Arthropoda;Insecta;Psocodea;Elipsocidae;Elipsocus;azoricus;NA;Meinander, 1975;E;Ind;S
191;A01213;Valenzuela flavidus (Stephens, 1836);species;Valenzuela flavidus (Stephens, 1836);Animalia;Arthropoda;Insecta;Psocodea;Caeciliusidae;Valenzuela;flavidus;NA;(Stephens, 1836);N;Ind;S
193;A00129;Gabrius nigritulus (Gravenhorst, 1802);species;Gabrius nigritulus (Gravenhorst, 1802);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gabrius;nigritulus;NA;(Gravenhorst, 1802);Indeterminate;Indeterminate;P
195;A01470;Trioza laurisilvae Hodkinson, 1990;species;Trioza laurisilvae Hodkinson, 1990;Animalia;Arthropoda;Insecta;Hemiptera;Triozidae;Trioza;laurisilvae;NA;Hodkinson, 1990;N;Ind;H
198;A00675;Macaroeris cata (Blackwall, 1867);species;Macaroeris cata (Blackwall, 1867);Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Macaroeris;cata;NA;(Blackwall, 1867);N;Ind;P
200;A01644;Hemerobius azoricus Tjeder, 1948;species;Hemerobius azoricus Tjeder, 1948;Animalia;Arthropoda;Insecta;Neuroptera;Hemerobiidae;Hemerobius;azoricus;NA;Tjeder, 1948;E;Ind;P
203;A01766;Scoparia semiamplalis Warren, 1905;species;Scoparia semiamplalis Warren, 1905;Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae;Scoparia;semiamplalis;NA;Warren, 1905;E;Ind;H
205;A01232;Atlantopsocus adustus (Hagen, 1865);species;Atlantopsocus adustus (Hagen, 1865);Animalia;Arthropoda;Insecta;Psocodea;Psocidae;Atlantopsocus;adustus;NA;(Hagen, 1865);N;Ind;S
206;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;S
207;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
208;A00628;Lasaeola oceanica Simon, 1883;species;Lasaeola oceanica Simon, 1883;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Lasaeola;oceanica;NA;Simon, 1883;E;Ind;P
214;A00991;Brachydesmus superus Latzel, 1884;species;Brachydesmus superus Latzel, 1884;Animalia;Arthropoda;Diplopoda;Polydesmida;Polydesmidae;Brachydesmus;superus;NA;Latzel, 1884;I;NonInd;S
215;A01757;Eudonia luteusalis (Hampson, 1907);species;Eudonia luteusalis (Hampson, 1907);Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae;Eudonia;luteusalis;NA;(Hampson, 1907);E;Ind;H
217;NA;Geometridae sp.;family;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Geometridae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
218;A01217;Ectopsocus strauchi Enderlein, 1906;species;Ectopsocus strauchi Enderlein, 1906;Animalia;Arthropoda;Insecta;Psocodea;Ectopsocidae;Ectopsocus;strauchi;NA;Enderlein, 1906;N;Ind;S
220;A01719;Noctua pronuba (Linnaeus, 1758);species;Noctua pronuba (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Noctua;pronuba;NA;(Linnaeus, 1758);N;Ind;H
221;A01551;Neomyzus circumflexus (Buckton, 1876);species;Neomyzus circumflexus (Buckton, 1876);Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Neomyzus;circumflexus;NA;(Buckton, 1876);I;NonInd;H
222;A00018;Trechus terrabravensis Borges, Serrano & Amorim, 2004;species;Trechus terrabravensis Borges & Serrano&Amorim, 2004;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Trechus;terrabravensis;NA;Borges, Serrano & Amorim, 2004;E;Ind;P
223;NA;Cerobasis sp.;genus;NA;Animalia;Arthropoda;Insecta;Psocodea;Trogiidae;Cerobasis;sp.;NA;NA;E;Ind;S
225;A00449;Epitrix cucumeris (Harris, 1851);species;Epitrix cucumeris (Harris, 1851);Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Epitrix;cucumeris;NA;(Harris, 1851);I;NonInd;H
228;A00578;Mangora acalypha (Walckenaer, 1802);species;Mangora acalypha (Walckenaer, 1802);Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Mangora;acalypha;NA;(Walckenaer, 1802);I;NonInd;P
230;A01382;Nabis pseudoferus ibericus Remane, 1962;subspecies;Nabis pseudoferus ibericus (Reuter, 1962);Animalia;Arthropoda;Insecta;Hemiptera;Nabidae;Nabis;pseudoferus;ibericus;Remane, 1962;N;Ind;P
231;A00300;Carpophilus fumatus Boheman, 1851;species;Carpophilus fumatus Boheman, 1851;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Carpophilus;fumatus;NA;Boheman, 1851;I;NonInd;S
232;A01476;Acyrthosiphon pisum (Harris, 1776);species;Acyrthosiphon norvegicum Mordvilko, 1914;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Acyrthosiphon;pisum;NA;(Harris, 1776);N;Ind;H
233;A00610;Oedothorax fuscus (Blackwall, 1834);species;Oedothorax fuscus (Blackwall, 1834);Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Oedothorax;fuscus;NA;(Blackwall, 1834);I;NonInd;P
234;A00601;Erigone autumnalis Emerton, 1882;species;Erigone autumnalis Emerton, 1882;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Erigone;autumnalis;NA;Emerton, 1882;I;NonInd;P
235;A00611;Pelecopsis parallela (Wider, 1834);species;Pelecopsis parallela (Wider, 1834);Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Pelecopsis;parallela;NA;(Wider, 1834);I;NonInd;P
236;NA;Tortricidae sp.;family;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Tortricidae;Gen.;sp.;NA;NA;I;NonInd;H
237;A00527;Xyleborinus alni Nijima, 1909;species;Xyleborinus alni Wood & Bright, 1992;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Xyleborinus;alni;NA;Nijima, 1909;I;NonInd;H
239;NA;Pentatomidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Pentatomidae;NA;NA;NA;NA;Indeterminate;Indeterminate;H
240;NA;Coccinellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Gen.;sp.;NA;NA;I;NonInd;P
241;A00637;Theridion musivivum Schmidt, 1956;species;Theridion musivivum Schmidt, 1956;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Theridion;musivivum;NA;Schmidt, 1956;N;Ind;P
242;NA;Araneidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
243;A01022;Cryptops hortensis (Donovan, 1810);species;Cryptops hortensis Donovan, 1810;Animalia;Arthropoda;Chilopoda;Scolopendromorpha;Cryptopidae;Cryptops;hortensis;NA;(Donovan, 1810);N;Ind;P
244;A00240;Alestrus dolosus (Crotch, 1867);species;Alestrus dolosus (Crotch, 1867);Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Alestrus;dolosus;NA;(Crotch, 1867);E;Ind;H
245;A01154;Eumodicogryllus bordigalensis (Latreille, 1804);species;Eumodicogryllus bordigalensis (Latreille, 1804);Animalia;Arthropoda;Insecta;Orthoptera;Gryllidae;Eumodicogryllus;bordigalensis;NA;(Latreille, 1804);I;NonInd;S
246;A00602;Erigone dentipalpis (Wider, 1834);species;Erigone dentipalpis (Wider, 1834);Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Erigone;dentipalpis;NA;(Wider, 1834);I;NonInd;P
247;A00164;Aleochara bipustulata (Linnaeus, 1760);species;Aleochara bipustulata (Linnaeus, 1760);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Aleochara;bipustulata;NA;(Linnaeus, 1760);Indeterminate;Indeterminate;P
248;A01400;Saldula palustris (Douglas, 1874);species;Saldula palustris (Douglas, 1874);Animalia;Arthropoda;Insecta;Hemiptera;Saldidae;Saldula;palustris;NA;(Douglas, 1874);N;Ind;P
249;A00596;Mermessus bryantae (Ivie & Barrows, 1935);species;Mermessus bryantae (Ivie & Barrows, 1935);Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Mermessus;bryantae;NA;(Ivie & Barrows, 1935);I;NonInd;P
250;A00670;Xysticus nubilus Simon, 1875;species;Xysticus nubilus Simon, 1875;Animalia;Arthropoda;Arachnida;Araneae;Thomisidae;Xysticus;nubilus;NA;Simon, 1875;I;NonInd;P
251;A00399;Tarphius tornvalli Gillerfors, 1985;species;Tarphius tornvalli Gillerfors, 1985;Animalia;Arthropoda;Insecta;Coleoptera;Zopheridae;Tarphius;tornvalli;NA;Gillerfors, 1985;E;Ind;F
252;NA;Crambidae sp.;family;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
253;A00094;Phloeostiba azorica (Fauvel, 1900);species;Phloeostiba azorica (Fauvel, 1900);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Phloeostiba;azorica;NA;(Fauvel, 1900);E;Ind;P
254;A01322;Megamelodes quadrimaculatus (Signoret, 1865);species;Megamelodes quadrimaculatus (Signoret, 1865);Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Megamelodes;quadrimaculatus;NA;(Signoret, 1865);N;Ind;H
255;A01319;Cixius insularis Lindberg, 1954;species;Cixius insularis Lindberg, 1954;Animalia;Arthropoda;Insecta;Hemiptera;Cixiidae;Cixius;insularis;NA;Lindberg, 1954;E;Ind;H
257;A00221;Catops coracinus Kellner, 1846;species;Catops coracinus Kellner, 1846;Animalia;Arthropoda;Insecta;Coleoptera;Leiodidae;Catops;coracinus;NA;Kellner, 1846;N;Ind;S
258;A00031;Agonum marginatum (Linnaeus, 1758);species;Agonum marginatum (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Agonum;marginatum;NA;(Linnaeus, 1758);I;NonInd;P
259;A00175;Atheta palustris (Kiesenwetter, 1844);species;Atheta palustris (Kiesenwetter, 1844);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Atheta;palustris;NA;(Kiesenwetter, 1844);Indeterminate;Indeterminate;P
260;A00604;Prinerigone vagans (Audouin, 1826);species;Prinerigone vagans (Audouin, 1826);Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Prinerigone;vagans;NA;(Audouin, 1826);I;NonInd;P
261;A01228;Peripsocus milleri (Tillyard, 1923);species;Peripsocus milleri (Tillyard, 1923);Animalia;Arthropoda;Insecta;Psocodea;Peripsocidae;Peripsocus;milleri;NA;(Tillyard, 1923);N;Ind;S
262;A00111;Rugilus orbiculatus (Paykull, 1789);species;Rugilus orbiculatus (Paykull, 1789);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Rugilus;orbiculatus;NA;(Paykull, 1789);Indeterminate;Indeterminate;P
263;A00025;Calathus lundbladi Colas, 1938;species;Calathus lundbladi Colas, 1938;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Calathus;lundbladi;NA;Colas, 1938;E;Ind;P
264;A00103;Anotylus nitidifrons (Wollaston, 1871);species;Anotylus nitidifrons (Wollaston, 1871);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Anotylus;nitidifrons;NA;(Wollaston, 1871);Indeterminate;Indeterminate;P
265;A00127;Xantholinus longiventris Heer, 1839;species;Xantholinus longiventris Heer, 1839;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Xantholinus;longiventris;NA;Heer, 1839;Indeterminate;Indeterminate;P
266;A00452;Chaetocnema hortensis (Fourcroy, 1785);species;Chaetocnema hortensis (Geoffroy, 1785);Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Chaetocnema;hortensis;NA;(Fourcroy, 1785);I;NonInd;H
267;NA;Opogona sp.;genus;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Tineidae;Opogona;sp.;NA;NA;I;NonInd;H
268;NA;Carpophilus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Carpophilus;sp.;NA;NA;I;NonInd;S
269;NA;Agrotis sp.;genus;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Agrotis;sp.;NA;NA;N;Ind;H
270;NA;Muellerianella sp.;genus;NA;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Muellerianella;sp.;NA;NA;N;Ind;H
272;NA;Delphacidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Gen.;sp.;NA;NA;N;Ind;H
273;NA;Delphacidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Gen.;sp.;NA;NA;N;Ind;H
274;A00005;Bembidion schmidti mequignoni Colas, 1939;subspecies;Bembidion schmidti mequignoni Colas, 1939;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Bembidion;schmidti;mequignoni;Colas, 1939;E;Ind;P
275;A00032;Agonum muelleri muelleri (Herbst, 1784);subspecies;Agonum muelleri muelleri;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Agonum;muelleri;muelleri;(Herbst, 1784);I;NonInd;P
276;A01279;Heliothrips haemorrhoidalis (Bouché, 1833);species;Heliothrips haemorrhoidalis (Bouché, 1833);Animalia;Arthropoda;Insecta;Thysanoptera;Thripidae;Heliothrips;haemorrhoidalis;NA;(Bouché, 1833);I;NonInd;H
277;A00476;Otiorhynchus sulcatus (Fabricius, 1775);species;Otiorhynchus sulcatus (Fabricius, 1775);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Otiorhynchus;sulcatus;NA;(Fabricius, 1775);I;NonInd;H
279;A01205;Dilta saxicola (Womersley, 1930);species;Dilta saxicola (Womersley, 1930);Animalia;Arthropoda;Insecta;Archaeognatha;Machilidae;Dilta;saxicola;NA;(Womersley, 1930);N;Ind;S
280;A01280;Hercinothrips bicinctus (Bagnall, 1919);species;Hercinothrips bicinctus (Bagnall, 1919);Animalia;Arthropoda;Insecta;Thysanoptera;Thripidae;Hercinothrips;bicinctus;NA;(Bagnall, 1919);I;NonInd;H
281;A00561;Orchestina furcillata Wunderlich, 2008;species;Orchestina furcillata Wunderlich, 2008;Animalia;Arthropoda;Arachnida;Araneae;Oonopidae;Orchestina;furcillata;NA;Wunderlich, 2008;I;NonInd;P
282;A01008;Cylindroiulus propinquus (Porat, 1870);species;Cylindroiulus propinquus (Porat, 1870);Animalia;Arthropoda;Diplopoda;Julida;Julidae;Cylindroiulus;propinquus;NA;(Porat, 1870);I;NonInd;S
283;NA;Cephennium distinctum Besuchet;species;NA;Animalia;Arthropoda;Insecta;Coleoptera;Scydmaenidae;Cephennium;distinctum;NA;Besuchet;Indeterminate;Indeterminate;S
284;NA;Apterygothrips sp.;genus;NA;Animalia;Arthropoda;Insecta;Thysanoptera;Phlaeothripidae;Apterygothrips;sp.;NA;NA;E;Ind;H
285;A00059;Agabus godmanni Crotch, 1867;species;Agabus godmanni Crotch, 1867;Animalia;Arthropoda;Insecta;Coleoptera;Dytiscidae;Agabus;godmanni;NA;Crotch, 1867;E;Ind;P
286;A00235;Dryops algiricus (Lucas, 1846);species;Dryops striatellus (Fairmaire & Brisout, 1859);Animalia;Arthropoda;Insecta;Coleoptera;Dryopidae;Dryops;algiricus;NA;(Lucas, 1846);N;Ind;H
287;A01028;Strigamia crassipes (C.L. Koch, 1835);species;Strigamia crassipes Koch, 1835;Animalia;Arthropoda;Chilopoda;Geophilomorpha;Linotaeniidae;Strigamia;crassipes;NA;(C.L. Koch, 1835);N;Ind;P
288;A01739;Hipparchia miguelensis (Le Cerf, 1935);species;Hipparchia miguelensis (Le Cerf, 1935);Animalia;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Hipparchia;miguelensis;NA;(Le Cerf, 1935);E;Ind;H
289;A01573;Uroleucon erigeronense (Thomas, 1878);species;Uroleucon erigeronense (Thomas, 1878);Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Uroleucon;erigeronense;NA;(Thomas, 1878);I;NonInd;H
290;A01496;Aulacorthum solani (Kaltenbach, 1843);species;Aulacorthum solani (Kaltenbach, 1843);Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Aulacorthum;solani;NA;(Kaltenbach, 1843);N;Ind;H
292;A00239;Aeolus melliculus moreleti Tarnier, 1860;subspecies;Aeolus melliculus moreleti Tarnier, 1860;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Aeolus;melliculus;moreleti;Tarnier, 1860;I;NonInd;S
293;A00586;Agyneta rugosa Wunderlich, 1992;species;Agyneta rugosa Wunderlich, 1992;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Agyneta;rugosa;NA;Wunderlich, 1992;E;Ind;P
295;A01313;Cixius azopifajo azopifajo Remane & Asche, 1979;subspecies;Cixius azopifajo azopifajo;Animalia;Arthropoda;Insecta;Hemiptera;Cixiidae;Cixius;azopifajo;azopifajo;Remane & Asche, 1979;E;Ind;H
296;A00910;Neobisium maroccanum Beier, 1930;species;Neobisium maroccanum (Beier, 1930);Animalia;Arthropoda;Arachnida;Pseudoscorpiones;Neobisiidae;Neobisium;maroccanum;NA;Beier, 1930;I;NonInd;P
297;A00033;Pseudanchomenus aptinoides (Tarnier, 1860);species;Pseudanchomenus aptinoides (Tarnier, 1860);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Pseudanchomenus;aptinoides;NA;(Tarnier, 1860);E;Ind;P
299;A01582;Anoecia corni (Fabricius, 1775);species;Anoecia corni (Fabricius, 1775);Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Anoecia;corni;NA;(Fabricius, 1775);I;NonInd;H
301;NA;Aleyrodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
302;A00024;Cedrorum azoricus caveirensis Borges & Serrano, 1993;subspecies;Cedrorum azoricus caveirensis Borges & A.Serrano, 1993;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Cedrorum;azoricus;caveirensis;Borges & Serrano, 1993;E;Ind;P
303;A00022;Pterostichus aterrimus aterrimus (Herbst, 1784);subspecies;Pterostichus aterrimus aterrimus;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Pterostichus;aterrimus;aterrimus;(Herbst, 1784);N;Ind;P
304;NA;Coccidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Coccidae;Gen.;sp.;NA;NA;I;NonInd;H
306;A00471;Sitophilus oryzae (Linnaeus, 1763);species;Sitophilus oryzae A.Hustache, 1930;Animalia;Arthropoda;Insecta;Coleoptera;Dryophthoridae;Sitophilus;oryzae;NA;(Linnaeus, 1763);I;NonInd;H
307;A00394;Tarphius floresensis Borges & Serrano, 2017;species;Tarphius floresensis Borges & Serrano, 2017;Animalia;Arthropoda;Insecta;Coleoptera;Zopheridae;Tarphius;floresensis;NA;Borges & Serrano, 2017;E;Ind;F
308;A00311;Stelidota geminata (Say, 1825);species;Stelidota geminata (Say, 1825);Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Stelidota;geminata;NA;(Say, 1825);I;NonInd;S
309;A00999;Choneiulus palmatus (Nemec, 1895);species;Choneiulus palmatus (Nemec, 1895);Animalia;Arthropoda;Diplopoda;Julida;Blaniulidae;Choneiulus;palmatus;NA;(Nemec, 1895);I;NonInd;S
310;A01724;Phlogophora interrupta (Warren, 1905);species;Phlogophora interrupta (Warren, 1905);Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Phlogophora;interrupta;NA;(Warren, 1905);E;Ind;H
312;A00593;Acorigone acoreensis (Wunderlich, 1992);species;Acorigone acoreensis (Wunderlich, 1992);Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Acorigone;acoreensis;NA;(Wunderlich, 1992);E;Ind;P
313;A00585;Agyneta depigmentata Wunderlich, 2008;species;Agyneta depigmentata Wunderlich, 2008;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Agyneta;depigmentata;NA;Wunderlich, 2008;E;Ind;P
315;A01732;Xestia c-nigrum (Linnaeus, 1758);species;Xestia c-nigrum (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Xestia;c-nigrum;NA;(Linnaeus, 1758);N;Ind;H
316;A01309;Cixius azofloresi Remane & Asche, 1979;species;Cixius azofloresi Remane & Asche, 1979;Animalia;Arthropoda;Insecta;Hemiptera;Cixiidae;Cixius;azofloresi;NA;Remane & Asche, 1979;E;Ind;H
318;NA;Crambidae sp.;family;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
319;NA;Gryllidae sp.;family;NA;Animalia;Arthropoda;Insecta;Orthoptera;Gryllidae;Gen.;sp.;NA;NA;I;NonInd;S
320;A01566;Rhopalosiphum rufiabdominale (Sasaki, 1899);species;Rhopalosiphum rufiabdominale (Sasaki, 1899);Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Rhopalosiphum;rufiabdominale;NA;(Sasaki, 1899);I;NonInd;H
321;A01321;Kelisia ribauti Wagner, 1938;species;Kelisia ribauti Wagner, 1938;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Kelisia;ribauti;NA;Wagner, 1938;N;Ind;H
322;NA;Lepidoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Lepidoptera;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
323;A00680;Zodarion atlanticum Pekár & Cardoso, 2005;species;Zodarion atlanticum Pekár & Cardoso, 2005;Animalia;Arthropoda;Arachnida;Araneae;Zodariidae;Zodarion;atlanticum;NA;Pekár & Cardoso, 2005;I;NonInd;P
